Date,Children apprehended and placed in CBP custody,Children in CBP custody,Children transferred out of CBP custody,Children in HHS Care,Children discharged from HHS Care
2023-03-11,342,814,300,14741,286
2023-03-12,345,840,319,14820,240
2023-03-13,487,877,450,14893,377
2023-03-14,366,790,453,14898,448
2023-03-15,380,706,464,14976,386
2023-03-16,446,682,470,14981,465
2023-03-17,504,818,368,14871,478
2023-03-18,446,949,315,14932,254
2023-03-19,335,952,332,14928,336
2023-03-20,501,944,509,14789,648
2023-03-21,387,755,576,14964,401
2023-03-22,573,948,380,14938,406
2023-03-23,367,820,495,15081,352
2023-03-24,532,959,393,14957,517
2023-03-25,335,973,321,14970,308
2023-03-26,501,1069,405,15151,224
2023-03-27,476,997,548,15275,424
2023-03-28,374,876,495,15340,430
2023-03-29,403,793,486,15437,389
2023-03-30,490,819,464,15449,452
2023-03-31,510,871,458,15493,414
2023-04-01,355,885,341,15553,281
2023-04-02,361,856,390,15710,233
2023-04-03,473,749,580,15875,415
2023-04-04,430,785,394,15794,475
2023-04-05,347,761,371,15683,482
2023-04-06,373,727,407,15592,498
2023-04-07,437,832,332,15558,366
2023-04-08,430,977,285,15531,312
2023-04-09,457,1049,385,15634,282
2023-04-10,474,947,576,15772,438
2023-04-11,440,943,444,15901,315
2023-04-12,472,988,427,15757,571
2023-04-13,382,745,625,15975,407
2023-04-14,412,751,406,15900,481
2023-04-15,317,777,291,15864,327
2023-04-16,297,775,299,15940,223
2023-04-17,443,789,429,15905,464
2023-04-18,434,758,465,15897,473
2023-04-19,468,812,414,15793,518
2023-04-20,458,812,458,15717,534
2023-04-21,437,817,432,15601,548
2023-04-22,390,881,326,15692,235
2023-04-23,356,815,422,15901,213
2023-04-24,449,900,364,15746,519
2023-04-25,378,864,414,15730,430
2023-04-26,446,914,396,15673,453
2023-04-27,466,845,535,15783,425
2023-04-28,381,775,451,15680,554
2023-04-29,361,866,270,15699,251
2023-04-30,326,853,339,15784,254
2023-05-01,352,769,436,15717,503
2023-05-02,322,685,406,15686,437
2023-05-03,461,744,402,15643,445
2023-05-04,448,822,370,15639,374
2023-05-05,413,835,400,15590,449
2023-05-06,436,946,325,15651,264
2023-05-07,315,880,381,15766,266
2023-05-08,601,1034,447,15790,423
2023-05-09,369,779,624,15986,428
2023-05-10,396,754,421,15875,532
2023-05-11,359,733,380,15745,510
2023-05-12,403,652,484,15795,434
2023-05-13,367,773,246,15825,216
2023-05-14,319,775,317,15877,265
2023-05-15,498,836,437,15909,405
2023-05-16,395,834,397,15886,420
2023-05-17,397,777,454,16001,339
2023-05-18,333,787,323,15765,559
2023-05-19,406,750,443,15724,484
2023-05-20,318,794,274,15760,238
2023-05-21,296,780,310,15837,233
2023-05-22,339,640,479,15944,372
2023-05-23,570,844,366,15899,411
2023-05-24,367,790,421,15830,490
2023-05-25,306,673,423,15782,471
2023-05-26,343,722,294,15639,437
2023-05-27,322,813,231,15603,267
2023-05-28,352,835,330,15615,318
2023-05-29,414,736,513,15717,411
2023-05-30,422,734,424,15617,524
2023-05-31,346,700,380,15566,431
2023-06-01,342,695,347,15412,501
2023-06-02,285,546,434,15404,442
2023-06-03,252,622,176,15251,329
2023-06-04,241,620,243,15235,259
2023-06-05,272,497,395,15162,468
2023-06-06,382,655,224,14874,512
2023-06-07,361,633,383,14882,375
2023-06-08,377,697,313,14759,436
2023-06-09,327,707,317,14550,526
2023-06-10,311,750,268,14536,282
2023-06-11,212,671,291,14524,303
2023-06-12,370,706,335,14474,385
2023-06-13,334,706,334,14380,428
2023-06-14,357,717,346,14317,409
2023-06-15,344,746,315,14186,446
2023-06-16,280,654,372,14192,366
2023-06-17,221,620,255,14209,238
2023-06-18,248,615,253,14229,233
2023-06-19,354,589,380,14228,381
2023-06-20,361,681,269,14021,476
2023-06-21,265,597,349,13913,457
2023-06-22,281,551,327,13852,388
2023-06-23,292,557,286,13704,434
2023-06-24,262,594,225,13736,193
2023-06-25,225,581,238,13687,287
2023-06-26,263,550,294,13467,514
2023-06-27,287,546,291,13391,367
2023-06-28,329,580,295,13337,349
2023-06-29,272,574,278,13188,427
2023-06-30,320,575,319,13033,474
2023-07-01,267,606,236,13059,210
2023-07-02,187,521,272,13123,208
2023-07-03,260,461,320,12994,449
2023-07-04,313,524,250,12914,330
2023-07-05,252,490,286,12852,348
2023-07-06,246,413,323,12754,421
2023-07-07,320,481,252,12715,291
2023-07-08,218,523,176,12670,221
2023-07-09,269,602,190,12613,247
2023-07-10,286,533,355,12589,379
2023-07-11,255,490,298,12528,359
2023-07-12,288,508,270,12401,397
2023-07-13,282,520,270,12348,323
2023-07-14,313,532,301,12222,427
2023-07-15,210,498,244,12229,237
2023-07-16,229,537,190,12208,211
2023-07-17,266,528,275,12154,329
2023-07-18,298,577,249,12099,304
2023-07-19,230,495,312,12089,322
2023-07-20,313,579,229,11909,409
2023-07-21,288,583,284,11919,274
2023-07-22,187,545,225,11908,236
2023-07-23,273,628,190,11886,212
2023-07-24,375,650,353,11975,264
2023-07-25,312,565,397,12039,333
2023-07-26,332,561,336,12108,267
2023-07-27,272,540,293,12114,287
2023-07-28,209,436,313,12075,352
2023-07-29,173,460,149,11973,251
2023-07-30,237,504,193,11966,200
2023-07-31,245,421,328,11928,366
2023-08-01,197,384,234,11918,244
2023-08-02,224,399,209,11822,305
2023-08-03,248,420,227,11679,370
2023-08-04,182,337,265,11640,304
2023-08-05,179,369,147,11567,220
2023-08-06,241,506,104,11436,235
2023-08-07,192,338,360,11443,353
2023-08-08,258,427,169,11286,326
2023-08-09,210,377,260,11217,329
2023-08-10,245,386,236,11123,330
2023-08-11,266,449,203,11049,277
2023-08-12,215,485,179,11034,194
2023-08-13,220,551,154,11018,170
2023-08-14,190,479,262,10959,321
2023-08-15,267,442,304,10948,315
2023-08-16,199,374,267,10931,284
2023-08-17,235,387,222,10806,347
2023-08-18,235,392,230,10739,297
2023-08-19,207,455,144,10716,167
2023-08-20,202,456,201,10779,138
2023-08-21,199,362,293,10807,265
2023-08-22,184,360,186,10654,339
2023-08-23,258,437,181,10554,281
2023-08-24,232,446,223,10533,244
2023-08-25,269,477,238,10446,325
2023-08-26,191,478,190,10452,184
2023-08-27,155,443,190,10460,182
2023-08-28,261,472,232,10410,282
2023-08-29,214,439,247,10382,275
2023-08-30,238,438,239,10331,290
2023-08-31,205,399,244,10289,286
2023-09-01,268,445,222,10236,275
2023-09-02,156,449,152,10229,159
2023-09-03,169,435,183,10240,172
2023-09-04,213,367,281,10253,268
2023-09-05,178,345,200,10070,383
2023-09-06,220,367,198,9941,327
2023-09-07,267,485,149,9816,274
2023-09-08,195,414,266,9775,307
2023-09-09,189,432,171,9781,165
2023-09-10,118,370,180,9770,191
2023-09-11,208,382,196,9701,265
2023-09-12,200,374,208,9614,295
2023-09-13,185,357,202,9531,285
2023-09-14,246,424,179,9343,367
2023-09-15,199,381,242,9355,230
2023-09-16,173,398,156,9368,143
2023-09-17,168,375,191,9399,160
2023-09-18,157,278,254,9358,295
2023-09-19,177,307,148,9206,300
2023-09-20,242,436,113,9028,291
2023-09-21,153,335,254,8959,323
2023-09-22,187,362,160,8857,262
2023-09-23,168,425,105,8831,131
2023-09-24,231,524,132,8782,181
2023-09-25,235,428,331,8816,297
2023-09-26,193,393,228,8740,304
2023-09-27,255,451,197,8643,294
2023-09-28,187,351,287,8645,285
2023-09-29,244,446,149,8564,230
2023-09-30,145,415,176,8605,135
